timestamp clientname srvname delta delta_prec
1718472061.879 Samsung greater-demon 0.203574 0.075401
1718472072.018 Samsung greater-demon 0.205245 0.080021
1718472082.155 Samsung greater-demon 0.205949 0.078716
1718472092.293 Samsung greater-demon 0.205299 0.077507
1718472102.364 Samsung greater-demon 0.173803 0.013668
1718472112.467 Samsung greater-demon 0.188025 0.045533
1718472122.603 Samsung greater-demon 0.206861 0.080473
1718472132.742 Samsung greater-demon 0.203695 0.075208
1718472142.88 Samsung greater-demon 0.201668 0.071539
1718472153.018 Samsung greater-demon 0.204467 0.079729
1718472163.154 Samsung greater-demon 0.204317 0.076629
1718472173.229 Samsung greater-demon 0.173008 0.015495
1718472183.329 Samsung greater-demon 0.185578 0.039300
1718472193.419 Samsung greater-demon 0.177979 0.028264
1718472203.603 Samsung greater-demon 0.227738 0.123276
1718472213.741 Samsung greater-demon 0.202955 0.075405
1718472223.879 Samsung greater-demon 0.204049 0.077930
1718472234.019 Samsung greater-demon 0.205139 0.080752
1718472244.156 Samsung greater-demon 0.204008 0.076570
1718472254.293 Samsung greater-demon 0.202230 0.075176
1718472264.432 Samsung greater-demon 0.203910 0.076478
1718472274.569 Samsung greater-demon 0.203561 0.075625
1718472284.704 Samsung greater-demon 0.204338 0.074796
1718472294.781 Samsung greater-demon 0.174939 0.017814
1718472304.878 Samsung greater-demon 0.184169 0.036685
1718472315.017 Samsung greater-demon 0.205458 0.080458
1718472325.08 Samsung greater-demon 0.168776 0.005034
1718472335.189 Samsung greater-demon 0.189715 0.047186
1718472345.327 Samsung greater-demon 0.204987 0.077520
1718472355.465 Samsung greater-demon 0.203276 0.074647
1718472365.601 Samsung greater-demon 0.202866 0.072722
1718472375.741 Samsung greater-demon 0.205332 0.079944
1718472385.878 Samsung greater-demon 0.203550 0.075415
1718472396.015 Samsung greater-demon 0.204894 0.077126
1718472406.153 Samsung greater-demon 0.205663 0.077924
1718472416.23 Samsung greater-demon 0.174912 0.016561
1718472426.326 Samsung greater-demon 0.184190 0.034793
1718472436.464 Samsung greater-demon 0.203330 0.074752
1718472446.604 Samsung greater-demon 0.207007 0.080591
1718472456.74 Samsung greater-demon 0.202289 0.072080
1718472466.879 Samsung greater-demon 0.205822 0.076379
1718472477.015 Samsung greater-demon 0.204030 0.076383
1718472487.152 Samsung greater-demon 0.204352 0.074287
1718472497.293 Samsung greater-demon 0.205728 0.079279
1718472507.427 Samsung greater-demon 0.203859 0.072841
1718472517.565 Samsung greater-demon 0.206298 0.078676
1718472527.703 Samsung greater-demon 0.204625 0.075010
1718472537.84 Samsung greater-demon 0.203822 0.072660
1718472547.981 Samsung greater-demon 0.208160 0.081467
1718472558.115 Samsung greater-demon 0.198075 0.058670
1718472568.254 Samsung greater-demon 0.192382 0.050097
1718472578.393 Samsung greater-demon 0.212600 0.089452
1718472588.53 Samsung greater-demon 0.210245 0.083899
1718472598.666 Samsung greater-demon 0.200618 0.065447
