timestamp clientname srvname delta delta_prec
1718475807.46011 raspi 10.42.0.1 +2171.279562 0.001580
1718475819.324783 raspi 10.42.0.1 +2171.279069 0.001583
1718475831.178935 raspi 10.42.0.1 +2171.278546 0.001572
1718475843.26028 raspi 10.42.0.1 +2171.277536 0.001018
1718475854.883296 raspi 10.42.0.1 +2171.277076 0.001036
1718475866.740046 raspi 10.42.0.1 +2171.276696 0.001270
1718475878.595614 raspi 10.42.0.1 +2171.276011 0.001183
1718475890.460349 raspi 10.42.0.1 +2171.276014 0.001584
1718475902.330643 raspi 10.42.0.1 +2171.275484 0.001583
1718475914.181567 raspi 10.42.0.1 +2171.274994 0.001579
1718475926.37531 raspi 10.42.0.1 +2171.274482 0.001566
1718475937.898364 raspi 10.42.0.1 +2171.273565 0.001159
1718475949.755691 raspi 10.42.0.1 +2171.273481 0.001591
1718475961.607369 raspi 10.42.0.1 +2171.272501 0.001085
1718475973.455046 raspi 10.42.0.1 +2171.271849 0.001082
